a,b,c,d,0
"Mieszkanie DO REMONTU 3 pokoje balkon Bielany ul. Żeromskiego - 47,6 mkw",460000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-do-remontu-3-pokoje-balkon-bielany-ul-zeromskiego-+-47-6-mkw/1008522274880912105367809,2020-12-08 15:33,1
2 - pokojowe duże z widokiem Bielany!!!,419000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/2-+-pokojowe-duze-z-widokiem-bielany/1008522434580911381140509,2020-12-08 15:33,1
Odnowione świetne 2 pok. z windą na Bielanach,409000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/odnowione-swietne-2-pok-z-winda-na-bielanach/1008522223610912107100009,2020-12-08 14:33,1
Zadbane mieszkanie na Bielanach 3 pok. 48 m,450000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/zadbane-mieszkanie-na-bielanach-3-pok-48-m/1008522251350912107100009,2020-12-08 14:33,1
"3 pokoje z balkonem na Bielanach, piwnica, KW",475000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokoje-z-balkonem-na-bielanach-piwnica-kw/1008521861440912710620009,2020-12-08 14:33,1
Sprzedam bezpośrednio 1 lub 2 pokojowe mieszkanie w kamienicy przy ul. Schroegera na Starych Bielana,499000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/sprzedam-bezposrednio-1-lub-2-pokojowe-mieszkanie-w-kamienicy-przy-ul-schroegera-na-starych-bielana/1008519561970912404049109,2020-12-08 13:33,1
Bielany -METRO!- CICHE- od zaraz,274000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/bielany-+metro-+-ciche+-od-zaraz/1008521627370912395010109,2020-12-08 13:33,1
Rozkładowe mieszkanie na Bielanach ul. Heroldów,389000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/rozkladowe-mieszkanie-na-bielanach-ul-heroldow/1008530932060911378860309,2020-12-09 21:22,1
"1 pokój, Bielany ul. Rodziny Połanieckich",385000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/1-pokoj-bielany-ul-rodziny-polanieckich/1008530856670911378860309,2020-12-09 20:22,1
"3 pokoje, Bielany ul Żeromskiego",445000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokoje-bielany-ul-zeromskiego/1008530856600911378860309,2020-12-09 20:22,1
3 pokojowe mieszkanie Bielany ul. Wrzeciono,529000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokojowe-mieszkanie-bielany-ul-wrzeciono/1008530861410911378860309,2020-12-09 20:22,1
Trzy pokoje na Bielanach przy Stawach Brustmana,540000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/trzy-pokoje-na-bielanach-przy-stawach-brustmana/1008530290380911334147309,2020-12-09 18:22,1
Mieszkanie Warszawa Bielany 57m2 (nr: SOL-MS-136539-7),510000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-57m2-nr-sol+ms+136539+7/1008530171930911559470109,2020-12-09 18:22,1
Mieszkanie Warszawa Bielany 54m2 (nr: 87533/3645/OMS),455000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-54m2-nr-87533-3645-oms/1008530151800910535030709,2020-12-09 18:22,1
3-pokojowe do remontu z widokiem na zieleń,450000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3+pokojowe-do-remontu-z-widokiem-na-zielen/1008530108330912739510109,2020-12-09 17:22,1
3-pokojowe mieszkanie z balkonem (MS-619)  ,449000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3+pokojowe-mieszkanie-z-balkonem-ms+619/1008529270580912472146409,2020-12-09 15:22,1
Mieszkanie na Bielanach/ bezpośrednio/ 3 pokoje 56m/ 5min METRO ,529000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-na-bielanach-bezposrednio-3-pokoje-56m-5min-metro/1008528789020910464366409,2020-12-09 15:22,1
2-pokojowe mieszkanie na Bielanach,395000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/2+pokojowe-mieszkanie-na-bielanach/1008536223210911381140509,2020-12-10 18:13,1
"Świetnie skomunikowane 2-pok. 42, 5m²",480000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/swietnie-skomunikowane-2+pok-42-5m/1008535900950912520720209,2020-12-10 17:13,1
Mieszkanie Warszawa Bielany 56.9m2 (nr: SOL-MS-136973-3),549000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-56-9m2-nr-sol+ms+136973+3/1008535090790911559470109,2020-12-10 15:13,1
Nowoczesne mieszkanie po generalnym remoncie,498000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/nowoczesne-mieszkanie-po-generalnym-remoncie/1008534875960911381140509,2020-12-10 14:13,1
Przytulne mieszkanie na Bielanach,480000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/przytulne-mieszkanie-na-bielanach/1008534987460911381140509,2020-12-10 14:13,1
Stare Bielany metro mieszkanie 39m apartamentowiec,480000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/stare-bielany-metro-mieszkanie-39m-apartamentowiec/1008537227260912740941109,2020-12-11 07:49,1
MIESZKANIE 65 mkw na BIELANACH!,549900,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-65-mkw-na-bielanach/1008537449430912407250109,2020-12-11 03:49,1
Metro Słodowiec. Po remoncie. Do wprowadzenia.,498000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/metro-slodowiec-po-remoncie-do-wprowadzenia/1008537139460912407250109,2020-12-10 22:49,1
Ustawne. Gotowe do wprowadzenia.,545000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/ustawne-gotowe-do-wprowadzenia/1008537108780912407250109,2020-12-10 22:49,1
"Zamieszkaj blisko metra , w sąsiedztwie parku !",505000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/zamieszkaj-blisko-metra-w-sasiedztwie-parku/1008537110120911311410709,2020-12-10 22:49,1
"DWUSTRONNE, 3 POKOJOWE MIESZKANIE NA BIELANACH",480000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/dwustronne-3-pokojowe-mieszkanie-na-bielanach/1008537088740911311410709,2020-12-10 22:49,1
NIESPOTYKANY WIDOK - NA STAWY I PARK,498000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/niespotykany-widok-+-na-stawy-i-park/1008537085660911311410709,2020-12-10 22:49,1
MIESZKANIE OPEN SPACE Z TARASEM,456000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-open-space-z-tarasem/1008537085590911311410709,2020-12-10 22:49,1
SUPER OKAZJA! 2 ODDZIELNE POKOJE / BALKON / PIWNICA,364600,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/super-okazja-2-oddzielne-pokoje-balkon-piwnica/1008536731280912407250109,2020-12-10 20:49,1
"1 pokój, Bielany ul Bogusławskiego",360000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/1-pokoj-bielany-ul-boguslawskiego/1008536638650911378860309,2020-12-10 19:49,1
3 LUB 4 POKOJE NA MŁOCINACH !,539000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-lub-4-pokoje-na-mlocinach/1008541141030911378581209,2020-12-11 16:03,1
"1 pokój, Bielany ul Szekspira",320000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/1-pokoj-bielany-ul-szekspira/1008542140930911378860309,2020-12-12 01:35,1
"3 pokoje, Bielany ul Nerudy",510000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokoje-bielany-ul-nerudy/1008542209100911378860309,2020-12-12 01:35,1
"1 pokój, Bielany ul Maszewska",420000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/1-pokoj-bielany-ul-maszewska/1008542097960911378860309,2020-12-11 22:35,1
Mieszkanie Warszawa Bielany 56.8m2 (nr: SOL-MS-137132-1),510000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-56-8m2-nr-sol+ms+137132+1/1008541712220911559470109,2020-12-11 19:35,1
Mieszkanie Warszawa Bielany 53m2 (nr: SOL-MS-136970-5),455000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-53m2-nr-sol+ms+136970+5/1008541672790911559470109,2020-12-11 19:35,1
Pięknie urządzone przy stacji Metro Słodowiec,499000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/pieknie-urzadzone-przy-stacji-metro-slodowiec/1008541649350910947856109,2020-12-11 18:35,1
"Na sprzedaż 2-pokojowe mieszkanie na Bielanach, po generalnym remoncie",365500,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/na-sprzedaz-2+pokojowe-mieszkanie-na-bielanach-po-generalnym-remoncie/1008544876680912742058209,2020-12-12 18:47,1
M3 W SERCU BIELAN PRZY METRZE WAWRZYSZEW,439000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/m3-w-sercu-bielan-przy-metrze-wawrzyszew/1008554893720912590090009,2020-12-13 13:14,1
"M3 W SERCU BIELAN PRZY METRZE WAWRZYSZEW, TYLKO 7769ZŁ/M2",439000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/m3-w-sercu-bielan-przy-metrze-wawrzyszew-tylko-7769zl-m2/1008554854050911052204109,2020-12-14 21:14,1
"1 pokój, Bielany ul Marymoncka",310000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/1-pokoj-bielany-ul-marymoncka/1008554561880911378860309,2020-12-14 20:14,1
"1 pokój, Bielany ul Heroldów",389000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/1-pokoj-bielany-ul-heroldow/1008554683330911378860309,2020-12-14 20:14,1
Jasne 2 pokojowe mieszkanie na Chomiczówce Bielany,522000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/jasne-2-pokojowe-mieszkanie-na-chomiczowce-bielany/1008554344760911378581009,2020-12-14 19:14,1
3 pokoje - przy stacji metra Wawrzyszew,465000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokoje-+-przy-stacji-metra-wawrzyszew/1008554098510911378581009,2020-12-14 18:14,1
"Rozkładowe 2 pok. z ogródkiem, loggią i garażem przy Lasku Bielańskim",1800,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/rozkladowe-2-pok-z-ogrodkiem-loggia-i-garazem-przy-lasku-bielanskim/1008553240770912084343209,2020-12-14 16:14,1
2-pokojowe mieszkanie na Bielanach po remoncie,470000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/2+pokojowe-mieszkanie-na-bielanach-po-remoncie/1008553178620911381140509,2020-12-14 15:14,1
Ciche mieszkanie 3-pokojowe przy Parku Olszyna,490000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/ciche-mieszkanie-3+pokojowe-przy-parku-olszyna/1008553186250912741370109,2020-12-14 15:14,1
Mieszkanie Warszawa Bielany 53m2 (nr: SOL-MS-136970-6),455000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-53m2-nr-sol+ms+136970+6/1008552862670911559470109,2020-12-14 14:14,1
Mieszkanie Warszawa Bielany 56.9m2 (nr: SOL-MS-136973-4),549000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-56-9m2-nr-sol+ms+136973+4/1008552862290911559470109,2020-12-14 14:14,1
Mieszkanie Warszawa Bielany 57m2 (nr: FE486004049),540000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-57m2-nr-fe486004049/1008552195200912587860309,2020-12-14 12:14,1
Mieszkanie Warszawa Bielany 56.8m2 (nr: M-84880-11/E91),500000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-56-8m2-nr-m+84880+11-e91/1008549166860911447620009,2020-12-14 07:14,1
Bielany sprzedam mieszkanie ,389000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/bielany-sprzedam-mieszkanie/1008555084170910658194209,2020-12-14 23:52,1
*Bielany*2/3 Pokoje*Balkon*Ciche*Metro*,415000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/bielany-2-3-pokoje-balkon-ciche-metro/1008561643020910912811309,2020-12-16 08:08,1
"2 oddzielne pokoje, balkon, piwnica. OKAZJA!",364600,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/2-oddzielne-pokoje-balkon-piwnica-okazja/1008560805540912407250109,2020-12-16 00:08,1
"3 pokoje, Bielany ul Gąbińska",490000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokoje-bielany-ul-gabinska/1008560729250911378860309,2020-12-15 23:08,1
Mieszkanie Warszawa Bielany 55m2 (nr: 497692),527900,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-55m2-nr-497692/1008560381970912099690009,2020-12-15 21:08,1
3-pokojowe mieszkanie do remontu na Bielanach,490000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3+pokojowe-mieszkanie-do-remontu-na-bielanach/1008559848180911381140509,2020-12-15 18:08,1
Przestronne 2-pokojowe mieszkanie na Bielanach,520000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/przestronne-2+pokojowe-mieszkanie-na-bielanach/1008559409980911381140509,2020-12-15 17:08,1
Idealnie skomunikowane 3 pokoje na Gąbińskiej!!!,490000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/idealnie-skomunikowane-3-pokoje-na-gabinskiej/1008558280620912717439909,2020-12-15 14:08,1
Do remontu trzy pokoje przy Broniewskiego na Bielanach.,444000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/do-remontu-trzy-pokoje-przy-broniewskiego-na-bielanach/1008564525440912448490009,2020-12-16 18:31,1
Rozkładowe/duża loggia/10 min do metra,440000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/rozkladowe-duza-loggia-10-min-do-metra/1008564194980911329259609,2020-12-16 18:31,1
Mieszkanie przy metrze Słodowiec!!!,349900,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-przy-metrze-slodowiec/1008564001090912739510109,2020-12-16 16:31,1
* OD ZARAZ! CICHE! WIDNE! PIWNICA!*,400000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/od-zaraz-ciche-widne-piwnica/1008563254570911379840409,2020-12-16 13:31,1
Do remontu trzy pokoje przy Gąbińskiej na Bielanach.,490000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/do-remontu-trzy-pokoje-przy-gabinskiej-na-bielanach/1008562405900912448490009,2020-12-16 11:31,1
